,language,sentences,Dependency_length,Intervener_Complexity,Sentence_length,Memory_load
6347,Danish,"Klaus Aarsleff: Mysteriet om rumvæsner i fortiden, Kristian Kristiansen: Mysteriet om Atlantis, Nicolas Barbano: Mysteriet om varulven, 80 kr., alle Gyldendal",138,67,21,10
6348,Norwagein,"Stafettvekslingen har ikke skjedd uten spenning, og det er ikke klart hvordan den nye etappen blir.",59,25,16,10
6349,Croatian,Možete li ukratko predstaviti CugIN aplikaciju?,13,8,6,1
6350,Chinese,但是，中國大陸則是使用反映新社會關係的一些詞語來替代它們。,66,39,1,11
6351,Norwagein,"Når det ikke ble slik, skyldes det i stor grad de rødgrønnes forsøk på å fullkommen-gjøre seg selv til tross for at Stoltenberg-regjeringens politikk på en rekke områder rakner i sømmene.",126,65,31,20
6352,Norwagein,Og det er de som er fanget av æresbegrepet.,21,11,9,3
6353,Chinese,秦始皇就派人射杀之，并迫徐福率童男童女远航。,31,17,1,7
6354,Japanese,___,2,2,1,2
6355,English,"30 - Length of time in months between Enron's collapse and Lay (whom the President called ""Kenny Boy"") still not being charged with a crime.",81,50,25,15
6356,Greek,Αυτό θα είχε δύο βασικά μειονεκτήματα.,13,7,6,0
6357,Catalan,"Un cop allà, el processat va entrar suposadament en el local, i va comprar a una persona no identificada dues paperines de cocaïna amb un pes de 0,5 grams i una riquesa del 73 per cent, i posteriorment, ja al carrer, va dirigir-se als joves per donar-los-les.",257,107,47,20
6358,English,"You should also stretch to ""wind down"" at the end of ballet dancing.",37,20,13,10
6359,Norwagein,De avviser treenighetslæren og mener alle andre kristne er på villspor.,31,16,11,6
6360,Portuguese,"A intenção é votar e aprovar a MP na próxima semana, entre os dias 26 e 27.",52,28,17,13
6361,Italian,"Come ha detto il ministro indiano per il commercio, Anand Sharma, ""è necessario fornire ai paesi in via di sviluppo le flessibilità inerenti"".",95,49,23,14
6362,Ukranian,Що це?,3,2,2,1
6363,Swedish,"""Femton dollar räcker inte på långa vägar.""",15,9,7,2
6364,Russian,"Вкусная ""отрава"", но неизменно выручает, когда нужно быстро перекусить.",35,16,9,6
6365,Polish,Kobieta może zrobić coś świetnie.,9,6,5,1
6366,Italian,"Dal 1977 al 2003, Lucio Dalla ha fatto molti dischi.",26,18,10,7
6367,Romanian,"Trimisă pre Moisei, a sa slugă, Și pre Aron ce-au ales să-ș ungă.",53,23,13,8
6368,Chinese,丹佛有数个邻近地区不在行政分区区域中，有时这些分区会用作画分该区的居民身分；有时却会用作勾画出地产商于该区的物业。,189,74,1,21
6369,Norwagein,Mange legger ut bilder av puppene og pikken sin og alt mulig tull.,36,18,13,7
6370,Portuguese,"Às vezes sugeria a George uma mudança no andamento, para que este se adequasse melhor à letra.",63,32,17,12
6371,Catalan,Tant de bo a la tercera es doni la vençuda.,22,14,10,5
6372,Korean,비정상 상태의 존재는 구조를 가지고 있지만 그것은 영구히 변치 않는 존재가 아니다.,24,20,12,4
6373,Portuguese,A primeira vem «roubá-la».,10,8,4,3
6374,German,"Die Erlösung durch das Internet naht , die Befreiung von allem Politischen , denn die Politiker verstehen schließlich nichts von unserer schönen neuen Welt .",73,40,25,11
6375,Korean,이 가운데 1756 년 영국 왕립예술협회 주최로 행해진 산업박람회는 산업박람회로서의 면모를 뚜렷이 갖춘 최초의 것으로 인정되고 있다.,33,34,17,9
6376,Catalan,"L'empresariat ucraïnès s'ha fixat en la demarcació de Tarragona i no en cap altra de l'Estat espanyol ja que han descobert la Costa Daurada a través del turisme, contactant amb empresaris del nostre territori i veient les grans possibilitats que ofereix el nostre territori en matèria d'inversions turístiques i en el sector immobiliari, que són els camps en què ja han començat a invertir, atès que tres dels principals dirigents empresarials d'Ucraïna han fixat la seva segona residència a la Costa Daurada.",387,177,82,29
6377,Portuguese,O número é confirmado pelos palestinianos.,10,8,6,1
6378,Catalan,"La Nit de Santa Llúcia d'enguany coincidirà amb la prèvia de l'Any Verdaguer, que tindrà un espai especial durant la vetllada.",92,38,21,15
6379,Ukranian,Він забивав її до смерті гумовим поліцейським кийком.,22,11,8,5
6380,Spanish,Esta enzima utiliza hierro como cofactor.,10,9,6,1
6381,Croatian,"Marijana, izgubit češ svoj imidž poštene političarke, nove nade, političarke za budučnost, političarke koja daje nadu i vjeru da nije sve u politici crno, onog trenutka kad digneš ruku za korupciju.",137,76,31,17
6382,Greek,επιτρέψτε μου να εκθέσω τρεις πτυχές του προβληματισμού μας επ' αυτού του θέματος:,36,17,13,6
6383,Romanian,"Ești amar, pelin, pelin, Dar nu ca legea lui Stalin.",40,20,10,5
6384,Romanian,"Apoi leșii, văzindu așia, au început a scrie cu bănat la Vasilie vodă, iar Vasilie vodă răspunzând: „Ceiia ce prăda țara mea aceiia pradă și țara voastră"".",126,62,27,17
6385,Ukranian,Тілько й знаєш хлипать.,7,6,4,1
6386,Portuguese,"Para Itamar, Stepanenko 'está perdido'.",19,9,5,3
6387,Chinese,在金庸的《射鵰三部曲》中，郭靖重禮，楊過重情，張無忌重義。,45,24,1,10
6388,Russian,Но не на тысячу долларов.,11,5,5,1
6389,Dutch,Via 12-8 bepaalden ze de eindstand op 15-9.,19,12,8,4
6390,Japanese,____________,11,11,1,3
6391,English,(Not printed at Government expense),11,8,5,3
6392,Japanese,____________________________________________,0,0,1,0
6393,Finnish,Vaikuttaa asialliselta ja orientoituneelta.,8,6,4,1
6394,Romanian,"Vai de tine, Horazin, vai de tine, Vitsaida, că de ară a fi fostă în Tir și în Sidon puterile carele fură întru voi, demult în saci și în cenușă șăzînd, s-ară fi pocăit.",196,89,34,18
6395,Slovenian,ja ja,1,1,2,1
6396,Danish,"Men jeg prøver aldrig at gentage en form eller andet i et billede, som er lykkedes.",55,23,16,11
6397,French,"et donc tout ça, c'était combien de temps après la séparation de tes parents?",62,26,14,9
6398,Chinese,浦那海拔560米，位于德干高原的西部边缘。,44,25,1,7
6399,Croatian,Novi glavni urednik Ivica Đikić nada se da će taj apriorni negativni stav dijela uredništva vrlo brzo promijeniti na temelju svog rada i ponašanja kao šefa redakcije.,90,50,27,14
6400,German,"Der Aufsichtsrat habe eine "" Abfindung "" in Höhe von 28 Millionen Mark für Esser festgesetzt , die dieser zusätzlich zu einer "" Anerkennungsprämie "" von 32 Millionen Mark erhalten habe .",155,88,32,15
6401,Catalan,La pujada es va produir després de set dies consecutius de retrocessos.,27,16,12,3
6402,Croatian,"Njegov prijedlog pruža odgovore na neriješena pitanja, kazao je.",25,16,9,4
6403,Swedish,Skulle ni inte vara tvungna att punga ut med priset i lidande?,29,15,12,6
6404,Greek,"Παίρνω την άνοδο από τις σκάλες , για να έχω λίγο χρόνο , ώστε να πείσω τον εαυτό μου να αντιμετωπίσει τη συζήτηση με ψυχραιμία και να αποφύγω φωνές και διαμαρτυρίες , που δε θ' αλλάξουν τίποτα.",113,54,37,19
6405,Ukranian,Додавалися туфельки на шнуруванні та на голову одягався очіпок або солом'яний капелюшок.,36,21,12,10
6406,Slovenian,ja,0,0,1,0
6407,Catalan,"En aquest sentit, assegura que ""haver d'adequar la fe als canvis que hi ha hagut, adaptar-me a tot això m'ha suposat un esforç"".",170,69,23,13
6408,Spanish,"La empresa organizadora de la carrera consigue una gran cantidad de colaboradores y patrocinadores, pero este año no ha logrado igualar en participación a carreras menos importantes disputadas a lo largo de la temporada.",119,61,34,19
6409,Portuguese,Iti Fuji conquista clientela a ferro e fogo,11,8,8,2
6410,Norwagein,"Begrunnelsen var at konkurransen her var meget stor, og langt tøffere enn i Norge.",52,17,14,11
6411,German,Curran führte das Team zwei Mal ins Finalspiel der National Collegiate Athletic Association.,42,21,13,7
6412,German,Die größte Herausforderung der Internet-Industrie werden die jungen Nutzer sein :,24,14,11,6
6413,Greek,"Οι Δημοκρατικοί Γερουσιαστές και ο Πρόεδρος των ΗΠΑ, Μπαράκ Ομπάμα, έχουν αναφέρει ότι θα εγκρίνουν το μέτρο.",47,26,17,9
6414,Japanese,___　___,7,6,2,2
6415,Italian,"Alcuni studiosi del XX secolo hanno suggerito che Shakespeare sia stato assunto come maestro da Alexander Hoghton del Lancashire, un proprietario terriero cattolico che ha nominato un certo ""William Shakeshafte"" nel suo testamento.",118,50,33,18
6416,Polish,Miała wydatki.,3,2,2,0
6417,French,Il était conduit par un chauffeur à l'école primaire William Penn Charter School.,21,12,13,8
6418,Greek,"Οι συγκρούσεις αυτές, που σήμερα έχουν παγώσει, αύριο ενδέχεται να μετατραπούν σε νέες φλεγόμενες ζώνες και, από αυτήν την άποψη, συμμερίζομαι πλήρως τη γνώμη του κ. Gahrton, ο οποίος δηλώνει ότι η Ευρωπαϊκή Ένωση πρέπει να καταβάλει μεγάλες προσπάθειες για να βοηθήσει να λυθούν αυτά τα προβλήματα, προκειμένου να προαχθούν οι στόχοι της ειρήνης και της ανάπτυξης.",215,96,57,31
6419,Lithuanian,"Dažnai teismų akiratin patenka nepilnamečiai, kurie pripažįstami pakaltinami, tačiau jų protinis išsivystymas ar liguista psichinė būsena leidžia abejoti jų asmenybės visavertiškumu ir gebėjimu aiškiai suvokti savo veiksmų esmę ir juos valdyti, todėl straipsnyje aptarti ir nepilnamečių riboto pakaltinamumo klausimai.",163,86,39,18
6420,Japanese,___　_____________,17,16,2,3
6421,Croatian,Nacionalistička politika i nesuglasice između političara zemlje utjecali su na napredak glede Sporazuma o stabilizaciji i pridruživanju koji je potpisala s EU u lipnju 2008.,68,39,25,11
6422,Ukranian,"«Чорно-білі дні в календарі»: презентуємо вам цікаву кавер-версію одного дуже відомого свого часу хіта, ні, не авторства гурту Amatory, як дехто з вас міг подумати, а значно старшого твору українського гурту «Фантом-2».",177,104,32,19
6423,Lithuanian,"Jei mokėsite klausyti, suprasite, ką mergaitė nori išgirsti jus sakant.",29,15,10,7
6424,Catalan,"Es tracta d'un circuit de vuit quilòmetres, amb sortida i arribada des del mateix Parc Olímpic, que es farà dins dels termes municipals de La Seu d'Urgell i Alàs i Cerc.",137,61,31,15
6425,Russian,Можно ли защититься от них?,11,7,5,0
6426,Danish,At få livsviljen og optimismen tilbage.,14,10,6,1
6427,Russian,Почему опять все так убого?,11,5,5,2
6428,Korean,아무리 멋진 양복을 입은 사람이라도 길에 침 뱉는 것을 보면 갑자기 누더기를 입은 사람처럼 보이는 것이다.,28,31,16,7
6429,Portuguese,"A casa vai estar cheia e nós vamos mostrar porque viemos disputar a Copa», afirma.",58,31,15,11
6430,Ukranian,"Мою дев’ятдесятирічну бабцю він не називав інакше, як мама Софія.",23,14,10,4
6431,Spanish,"Coincide, además, que Oliveri, y el portavoz de los renovadores, Patxi Ormazabal, son dos de los tres consejeros que EA tiene en el Ejecutivo de Vitoria.",131,59,26,14
6432,Croatian,R klasa nije imala lak zadatak.,10,8,6,1
6433,Finnish,"Pirkon vaatimusten mukaista, mutta nyt hän ei saanut siitä makua irti.",39,14,11,8
6434,Korean,털로 된 내의는 신축성이 좋아 몸에 붙고 푹신하며 따뜻합니다.,14,14,9,6
6435,Romanian,"Monitorizarea emisiilor include emisiile provenite de la operațiile obișnuite și de la evenimentele neobișnuite, inclusiv din situațiile de închidere sau pornire și situațiile de urgență survenite în timpul perioadei de raportare.",98,60,31,14
6436,Russian,Здравствуйте! у моей дочери не выходит сера из уха.,16,11,9,8
6437,Japanese,___　_　________,15,13,3,4
6438,Russian,"Ну а то,что очереди и жёсткий дефицит кадров-это вопрос ""выше"" адресовать необходимо...",102,43,12,8
6439,Italian,Una volta questi servizi erano proibiti a baffuti e barbuti.,20,15,10,5
6440,Ukranian,"У такому віці здається, що діти забирають час від чогось важливого.",29,15,11,8
6441,Catalan,"Artur Mas, conseller en cap de la Generalitat, busca culpables per explicar les reiterades protestes a les comarques de l'Ebre contra la Generalitat, després del suport de CiU al PP en el Pla Hidrològic Nacional.",141,66,35,12
6442,Ukranian,"Тут же пропонується й примітка, яка ширше привідкриває історичну канву та навіть може послугувати ключем до подальшої начитки.",53,27,18,13
6443,Spanish,"Reiner es electricista y hace dos años y medio que abandonó Dortmund junto con su mujer para probar suerte en Postdam, cerca de Berlín.",87,49,24,15
6444,Spanish,Enrique Bronchalo (constructor).,11,6,3,3
6445,Romanian,Că din plinul inimii gura grăiaște.,12,10,6,2
6446,Croatian,"Nakon desetljeća provedenih u egzilu, kurdski intelektualac i političar Kemal Burkay vratio se kući i nada se napretku mirovnih procesa.",56,36,20,15
6447,Catalan,"El dirigent republicà comenta que el Consell Consultiu afirma que ""caldrà al nostre parer, no confondre el recolzament tàcit, però inequívoc del terrorisme amb el simple silenci que davant un fet terrorista pugui mantenir un partit polític (...) la llibertat d'expressió d'un partit polític podria, al nostre parer, ser invocada davant un repte imperatiu que pogués rebre d'altres grups o, en general, de tercers, per tal que es manifesti expressament en un sentit o altre davant un fet terrorista.",415,180,79,31
6448,Japanese,________　__　_________　_　_______,33,30,5,4
6449,Dutch,Maar Boeddha helpt altijd - volgens een van de Japanse boeddhistische secten hoef je alleen maar zijn naam met flinke overtuigingskracht te herhalen - en we zagen net op tijd een jongeman de met mos bedekte stenen trappen opklimmen.,181,88,39,22
6450,Danish,"- Det mest sjove var sgu da, at vi begge blev så udmattede, at vi faldt i søvn med det samme, grinede Inge.",84,50,23,18
